source_id,ra,dec,parallax,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp
5059348952161258624,48.020701120552644,-28.98487006133274,71.43370405378651,3.8014393,4.082066,3.3602977,0.7217684
6265472113586221696,234.2422080286334,-14.136617153353082,71.46559757077088,11.369082,12.951335,10.139579,2.8117561
1282073374518833152,223.79801910728224,30.11225414386347,71.47092433164933,12.516478,14.09581,11.290261,2.8055487
1350714133093019904,269.4622611288724,46.59121608783237,71.49516298997698,10.570074,11.951392,9.411464,2.5399284
4785886941312921344,76.30968124678876,-47.937535542918475,71.51337413216177,12.873695,14.701837,11.593872,3.1079645
622339455521105280,153.97610368902318,17.490880663782907,71.54468667741052,11.592437,13.121126,10.388608,2.7325182
33732162042339072,41.64079022240677,16.416972047012635,71.60475602761157,14.552517,17.205729,13.133217,4.0725117
567659818855055488,50.351214978167995,79.9685443981029,71.65856556711978,10.243402,11.441199,9.157168,2.284031
2034581091125010048,296.6034533155343,32.014198194880414,71.68362711449726,10.13141,11.376615,9.02127,2.3553448
4726357491998516480,39.47063857709459,-58.75214686390397,71.70433964545545,11.175619,12.662354,9.985541,2.6768131
2034581091118259328,296.60213388303396,32.015321302930666,71.71549886049584,9.308386,10.368759,8.285472,2.0832872
5031808453624044800,13.257923204654402,-30.356773021373208,71.7258931472584,6.884861,7.3672347,6.2371125,1.1301222
6018209128388194688,246.71366499706508,-38.210202611793854,71.73695812719225,13.885518,16.095129,12.498873,3.5962563
5107106033552702208,55.982053739473585,-19.110199545087987,71.75052791922663,6.8202105,7.2991104,6.174898,1.1242123
6734485286788609664,277.3507091117809,-34.96362316023356,71.75919737351279,10.7607975,12.122054,9.604668,2.5173864
3864228496219589120,163.05626573325256,5.91912909046471,71.79602401004205,13.07543,15.0471115,11.758794,3.2883177
170639948323693952,62.15864195363978,33.63759679656128,71.82205959553683,9.371755,10.422763,8.35289,2.0698729
3263836568394170880,54.21723179468776,0.3995245948754849,71.83697877936342,4.1410933,4.4336386,3.6758435,0.7577951
3411398347466374144,70.73293563415463,21.473566186536463,71.90405948836667,10.727077,12.1491785,9.550857,2.598322
3668176368871118208,213.88230240079162,4.655318867383002,72.00423705033546,12.655272,14.604185,11.340042,3.264143
777254360337133312,164.8647031186751,40.43050097561348,72.00696109116399,4.866588,5.1859307,4.390069,0.7958617
5599170330597007360,114.23733886623397,-30.406159966819498,72.06985722170116,12.2748165,13.892822,11.043439,2.8493834
